Position Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status
1150,0,4.722109317077145,2026-03-05 00:20:00,72927.0,137.74770646658726,2026-03-05 01:55:00,72504.0,136.94872557014455,-2272.1486731603277,-0.006598000740466369,Long,Closed
1151,0,4.699987992215579,2026-03-05 04:20:00,72787.0,136.83921039575944,2026-03-05 05:35:00,72387.5,136.0881523146021,-2150.5725656004583,-0.0062864220259111455,Long,Closed
1152,0,4.689168626193914,2026-03-05 07:00:00,72496.5,135.97932532354025,2026-03-05 11:40:00,72835.0,136.6142387555335,1314.6900158875617,0.0038673232500879414,Long,Closed
1153,0,4.796313160166611,2026-03-05 17:10:00,71151.0,136.5049910636153,2026-03-05 17:20:00,71100.0,136.40714627513842,-517.5241085072997,-0.0015164987140027849,Long,Closed
1154,0,4.804031644001465,2026-03-05 18:45:00,70929.0,136.29806419095257,2026-03-05 20:05:00,71017.5,136.46812691114962,152.39060939201966,0.0004472275091993155,Long,Closed
1155,0,4.7858695795999004,2026-03-05 20:35:00,71230.0,136.35899606195744,2026-03-05 22:05:00,71211.0,136.3226234531554,-363.61314152756825,-0.0010666348448688946,Long,Closed
1156,0,4.781941687210464,2026-03-05 23:10:00,71212.5,136.2136089601554,2026-03-05 23:35:00,70985.5,135.77940865499139,-1357.4937806118762,-0.003986367561874434,Long,Closed
1157,0,4.790365959554027,2026-03-06 01:10:00,70804.0,135.6708285600762,2026-03-06 01:15:00,70852.0,135.76280358652878,-41.49606608801116,-0.0001223433704309617,Long,Closed
1158,0,4.759196619738771,2026-03-06 01:55:00,71259.0,135.65423677035142,2026-03-06 03:15:00,71051.5,135.25922345094773,-1258.4467588170494,-0.003710748116027216,Long,Closed
1159,0,4.783363275731645,2026-03-06 06:40:00,70636.0,135.15105933783343,2026-03-06 08:50:00,70815.5,135.49450482102972,587.9681438349567,0.0017401806444305673,Long,Closed
1160,0,4.784470175569074,2026-03-06 10:25:00,70742.5,135.3861525580869,2026-03-06 11:10:00,70556.0,135.02923108298063,-1162.7190713846774,-0.0034352673428278213,Long,Closed
1161,0,4.80964954228871,2026-03-06 13:35:00,70130.5,134.92125089018373,2026-03-06 16:15:00,68262.0,131.32651882228478,-9253.07793947897,-0.027432529355986453,Long,Closed
1162,0,4.796002266577118,2026-03-06 18:35:00,68401.5,131.22149961488321,2026-03-06 19:35:00,68157.0,130.75245059323865,-1434.5965043862386,-0.004373053222517003,Long,Closed
1163,0,4.793081212462529,2026-03-06 21:15:00,68144.0,130.64789045677753,2026-03-06 23:35:00,68242.5,130.83673785658965,210.63387111420099,0.0006448902324490853,Long,Closed
1164,0,4.783430429243843,2026-03-07 00:45:00,68325.5,130.7321103173308,2026-03-07 01:40:00,68233.5,130.55608007752392,-701.3637898852868,-0.0021459572194861645,Long,Closed
1165,0,4.764522639855039,2026-03-07 03:10:00,68449.5,130.45167697471334,2026-03-07 03:55:00,68141.5,129.86468778547285,-1727.7893378355905,-0.005297867771130733,Long,Closed
1166,0,4.769672108306753,2026-03-07 05:10:00,68013.5,129.76083757530432,2026-03-07 05:30:00,67971.5,129.680707083909,-459.76777320810237,-0.0014172774522704472,Long,Closed
1167,0,4.757878109122928,2026-03-07 05:40:00,68085.5,129.5770039994386,2026-03-07 05:45:00,68064.0,129.5360862477372,-361.4074695933067,-0.001115653112630291,Long,Closed
1168,0,4.772584764517427,2026-03-07 08:00:00,67800.0,129.4324988137232,2026-03-07 10:50:00,67914.0,129.65012867897462,284.99203566231586,0.0008807433628319092,Long,Closed
1169,0,4.753160912847793,2026-03-07 11:25:00,68137.0,129.5464500474627,2026-03-07 12:30:00,68011.5,129.3078413696591,-855.3759859795197,-0.0026411406431160085,Long,Closed
1170,0,4.7494297372658565,2026-03-07 13:30:00,68010.5,129.20443645853084,2026-03-07 13:45:00,67922.5,129.03725653177605,-676.1915098697158,-0.002093400283779762,Long,Closed
1171,0,4.739212520931661,2026-03-07 15:00:00,68014.5,128.93406800192315,2026-03-07 15:55:00,67915.0,128.7454473436295,-729.2311611782128,-0.002262338177888292,Long,Closed
1172,0,4.737934124244057,2026-03-07 17:25:00,67879.0,128.64249216782628,2026-03-07 18:05:00,67614.5,128.1412187374799,-1509.9672867678592,-0.004695080952872027,Long,Closed
1173,0,4.749105982481265,2026-03-07 20:45:00,67401.5,128.0387467512628,2026-03-07 22:10:00,67373.5,127.98555676428062,-388.99927102505154,-0.0012152548533786685,Long,Closed
